salient,2,LTB82,XAI_1724388580792,7,"something like a comment section, if it should be used in an professional env. So one can share knowledge about the topics with colleagues",6,7,sources,7,6.0,7,text-highlights,"the author not only the source, maybe a lik to the origin article",6,5,6,6,6,6,7,7,5,5.0,6,5,5,6,5,7,6,comprehensiveness,,Yes,30-39,Germany,university,salaried-employee,male,20000-34999-usd,German,5,3,2,4,6,7,5,6,6,2,6,6,7,7,6,3,4,7,6,6,online-newspaper,instagram,personal-social-networks,6,7,6,7,1,6,6.0,6,7,7,3,6,1,4,6,5,1,Yes,Yes,6,2,6,6,7,7,6,6,7,7,correct,91,70,6,6,7,6,7,correct,19,6,5,7,7,6,7,correct,10,18,7,7,7,7,7,correct,14,14,3,4,3,3,3,wrong-2,70,93,2,3,3,1,4,correct,87,80,6,7,7,5,7,correct,46,35,6,7,7,6,7,correct,7,14,6,6,6,6,7,1226,True,True,True,True,True,True,False,False,6.0,6.666666666666667,6.0,6.1875,6.0,6.666666666666667,6.916666666666667,5.777777777777778,4.0,5.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.041575,1.0,1.0,1.0,1.0,1.0,0.04965,0.0
free-text,2,MDK74,XAI_33183412889637,8,by whom has it been shared,5,6,source,5,5.0,5,information-about-the-source,shared/liked by whom,5,3,5,6,5,5,5,4,5,4.0,5,5,4,4,4,5,6,comprehensiveness,,Yes,50-59,germany,high-school,salaried-employee,female,over-100000-usd,german,5,5,3,3,3,6,6,5,6,3,6,5,6,6,5,6,5,5,6,6,twitter,interview,online-newspaper,4,5,6,4,2,1,6.0,5,6,3,6,4,3,4,6,6,4,Yes,Yes,5,3,5,4,5,4,4,5,4,5,correct,75,68,5,5,5,6,5,correct,1,3,5,5,5,6,5,correct,0,0,5,5,5,6,5,correct,3,5,5,5,5,6,5,correct,92,78,6,5,5,6,5,correct,80,63,6,5,5,5,5,correct,27,42,6,5,5,5,5,correct,3,5,6,5,5,5,6,2364,True,True,True,True,True,True,False,False,6.0,5.0,4.5,5.0,5.5,4.5,5.083333333333333,5.444444444444445,3.8,4.25,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.05874999999999999,1.0,1.0,1.0,1.0,1.0,0.022962499999999997,0.0
basic,2,PSE35,XAI_63833005788489,8,More explanation why the news is fake or true. Source and date are not enough,7,4,where i found the information ,4,5.0,7,information-about-the-source,Grammar checking ,3,5,5,5,6,6,6,7,6,4.0,4,4,3,3,7,4,5,comprehensiveness,,Yes,21-29,Germany,high-school,self-employed,male,35000-49999-usd,german ,5,5,3,6,5,6,6,5,7,3,6,6,7,7,6,5,4,7,6,7,newspaper,online-newspaper,interview,7,6,7,5,1,4,5.0,7,7,4,3,6,2,6,6,6,2,Yes,Yes,5,1,5,5,5,5,6,3,6,6,correct,92,91,5,4,4,5,4,correct,33,38,5,5,6,4,5,correct,10,15,7,4,5,6,5,correct,12,12,3,1,2,2,2,correct,96,99,2,1,1,2,1,correct,95,90,6,4,4,5,5,correct,47,46,6,4,4,5,4,correct,10,20,7,4,4,6,4,1233,True,True,True,True,True,True,False,False,6.0,4.166666666666667,5.0,4.875,5.583333333333333,5.5,4.5,5.888888888888889,4.8,5.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.05638750000000001,1.0,1.0,1.0,1.0,1.0,0.046837500000000004,0.0
basic,2,APS92,XAI_25782412594681,8,No idea,6,5,source,4,,4,information-about-the-source,No idea,5,2,4,4,6,6,6,6,5,,5,5,4,4,6,6,6,comprehensiveness,,Yes,60-or-older,Germany ,high-school,salaried-employee,male,35000-49999-usd,German,5,2,3,4,6,3,5,5,5,5,5,5,4,2,7,5,5,7,5,6,instagram,online-newspaper,blogs-websites,6,6,6,5,3,7,7.0,6,7,6,2,6,5,4,6,6,4,Yes,No,5,5,5,6,5,5,2,5,5,5,correct,86,64,6,6,6,6,6,correct,12,31,6,6,6,6,6,correct,14,8,5,6,5,5,6,correct,37,29,5,6,6,5,5,correct,45,74,6,6,6,6,6,correct,79,71,6,6,6,6,6,correct,48,49,6,6,6,6,6,correct,28,49,6,6,6,6,6,3944,True,True,True,True,True,True,False,False,6.0,6.0,5.5,5.0,5.833333333333333,4.5,5.916666666666667,4.333333333333333,4.0,4.75,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,1.0,1.0,1.0,1.0,1.0,0.11851249999999999,0.875,0.8333333333333334,1.0,0.9090909090909091,0.9333333333333333,0.10573750000000001,-0.125
free-text,2,MHH25,XAI_39202813764668,8,No idea,6,7,?,7,7.0,6,truthfulness-assessment,No idea,5,3,6,6,6,5,6,6,6,7.0,7,6,6,6,7,7,7,comprehensiveness,,Yes,40-49,Germany,no-degree,self-employed,female,no-answer,German ,7,6,2,5,4,5,4,5,6,5,6,5,4,5,5,6,6,4,5,5,online-newspaper,newspaper,instagram,5,5,6,5,1,6,5.0,7,7,2,1,4,2,3,6,6,2,Yes,Yes,6,6,7,4,7,3,3,5,6,6,correct,92,74,7,7,7,7,7,correct,5,11,7,7,7,7,7,correct,0,6,7,7,7,7,7,correct,62,25,5,7,6,6,6,correct,49,88,6,5,5,5,5,correct,9,14,6,6,5,6,6,correct,50,69,6,6,6,6,5,correct,0,29,7,5,5,7,6,3301,False,False,True,True,True,True,False,False,4.0,6.333333333333333,5.5,6.125,6.666666666666667,5.166666666666667,6.25,5.0,4.8,5.25,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True,False,0.75,0.8,0.8,0.8000000000000002,0.8,0.18249999999999997,0.5,0.6,0.6,0.6,0.7333333333333334,0.2164375,-0.25
salient,2,KIB51,XAI_17916898127348,8,Author,6,6,Author,6,6.0,6,readability,Author,5,3,5,5,5,5,6,6,4,5.0,5,5,5,5,6,6,6,comprehensiveness,,Yes,21-29,Germany,university,salaried-employee,female,35000-49999-usd,German,6,5,3,5,6,6,6,6,6,6,6,6,6,6,7,2,4,6,6,7,twitter,online-newspaper,interview,6,4,7,5,1,3,6.0,6,6,4,5,6,2,2,5,5,4,Yes,Yes,6,2,5,6,5,6,6,5,6,6,correct,100,91,6,6,6,6,6,correct,20,34,6,6,6,6,6,correct,4,11,6,6,6,6,6,correct,4,6,3,3,3,3,3,correct,84,86,2,2,2,2,2,correct,85,49,6,6,6,6,6,correct,47,52,6,6,6,6,6,correct,3,11,6,6,6,6,6,1769,False,False,True,True,True,True,False,False,4.0,6.0,5.5,5.375,6.0,5.833333333333333,6.0,6.0,5.0,5.0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,0.75,0.8,0.8,0.8000000000000002,0.9333333333333333,0.0877,1.0,1.0,1.0,1.0,1.0,0.039137500000000006,0.25
basic,2,SPK54,XAI_63796030618994,8,"author, more explanation why the source ist trustworthy or not",5,5,source,5,4.0,7,information-about-the-source,author and maybe more Background information about the source,5,5,6,6,6,6,3,5,6,4.0,5,5,5,5,5,5,4,comprehensiveness,,Yes,30-39,Germany,university,salaried-employee,male,35000-49999-usd,German,4,5,5,6,5,5,6,6,6,3,6,6,7,7,6,5,2,6,6,6,online-newspaper,twitter,newspaper,7,6,5,6,1,5,7.0,6,7,6,6,6,1,3,6,6,4,Yes,Yes,6,3,4,6,4,5,5,4,5,4,correct,90,85,5,4,4,5,6,correct,31,37,6,4,4,6,4,correct,8,7,6,4,4,6,4,correct,9,7,2,2,2,2,5,correct,87,93,2,2,4,2,4,correct,91,91,7,5,4,7,4,correct,55,70,6,5,4,5,3,correct,5,6,7,5,4,5,5,972,True,False,True,True,True,True,False,False,5.0,4.5,5.0,5.1875,5.916666666666667,4.833333333333333,4.166666666666667,5.777777777777778,5.0,5.0,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0.875,1.0,0.8,0.888888888888889,1.0,0.08447499999999998,0.875,1.0,0.8,0.888888888888889,1.0,0.05632500000000001,0.0
salient,2,PSK25,XAI_45678166869845,8,author,6,6,"source, grammar",7,6.0,7,text-highlights,"author, more information why the source is truthfull or nor",6,5,6,5,6,6,6,7,7,6.0,6,6,6,6,6,7,7,comprehensiveness,,Yes,30-39,Germany,university,salaried-employee,male,50000-74999-usd,german,5,5,5,6,5,7,6,6,6,3,6,6,7,7,7,3,2,7,6,6,online-newspaper,interview,personal-social-networks,6,6,7,6,1,4,7.0,5,7,7,5,5,1,4,6,6,3,Yes,Yes,7,1,5,6,6,6,6,6,6,7,correct,85,83,6,6,6,6,6,correct,25,50,5,5,6,5,6,correct,5,1,7,7,7,7,7,correct,31,13,3,3,2,3,3,correct,79,92,2,2,3,2,2,correct,88,71,6,6,6,6,6,correct,51,66,5,5,5,5,6,correct,7,13,6,6,6,6,6,938,True,False,True,True,False,True,False,False,4.0,5.833333333333333,5.5,6.3125,5.833333333333333,6.333333333333333,6.083333333333333,6.0,5.2,5.75,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,True,0.75,1.0,0.6,0.7499999999999999,1.0,0.10486250000000001,0.875,1.0,0.8,0.888888888888889,1.0,0.06338750000000001,0.125
salient,2,MHK01,XAI_5825782701993,8,Proof,5,6,Sense,5,6.0,5,sentiment-highlights,Other article to compare,5,4,5,6,6,6,5,5,5,5.0,6,6,5,4,5,5,6,speed,,Yes,60-or-older,Germany ,high-school,salaried-employee,female,50000-74999-usd,German,5,4,2,3,4,6,6,6,5,3,6,5,6,6,7,5,7,7,7,6,blogs-websites,instagram,online-newspaper,7,7,5,4,1,7,5.0,5,7,7,1,5,3,3,5,6,3,Yes,Yes,5,3,5,5,5,6,4,4,6,4,correct,84,61,7,6,6,6,6,correct,32,60,7,6,6,6,6,correct,2,6,7,6,6,7,6,correct,64,8,6,6,6,6,6,correct,39,87,6,6,6,6,6,correct,81,66,6,6,6,6,6,correct,40,20,5,4,5,4,5,correct,22,27,6,6,6,6,6,4818,True,True,True,True,False,True,False,False,5.0,5.666666666666667,5.0,5.25,6.083333333333333,5.0,5.833333333333333,5.444444444444445,3.6,4.75,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,False,0.875,1.0,0.8,0.888888888888889,1.0,0.09593750000000001,0.75,0.8,0.8,0.8000000000000002,0.8666666666666667,0.144325,-0.125
salient,2,EMK79,XAI_26141515210178,8,checking for related articles,6,6,"speech, source, wording, cross references",6,5.0,6,information-about-the-source,fact check,5,4,6,6,6,6,6,6,6,5.0,5,5,6,6,6,6,6,comprehensiveness,,Yes,30-39,Germany,university,salaried-employee,male,75000-99999-usd,German,6,6,6,6,6,6,5,5,4,7,5,5,7,5,5,5,3,7,6,7,online-newspaper,interview,instagram,6,6,5,6,2,6,6.0,6,6,6,4,7,1,4,7,6,2,Yes,Yes,6,4,6,5,6,5,4,6,6,5,correct,93,85,5,5,5,5,6,correct,20,22,6,5,5,5,6,correct,15,12,5,5,5,5,5,correct,2,10,4,4,4,4,4,correct,65,85,3,3,3,3,3,correct,87,89,5,5,5,5,5,correct,49,49,6,5,6,5,5,correct,17,22,5,4,4,4,4,1627,True,True,True,True,True,True,False,False,6.0,4.833333333333333,5.5,5.9375,5.083333333333333,5.333333333333333,5.083333333333333,5.444444444444445,6.0,5.25,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.0523,1.0,1.0,1.0,1.0,1.0,0.059524999999999995,0.0
free-text,2,BFS59,XAI_21118244838807,8,Get more reliable sources displayed on the same topic,3,6,"Information about the source,  Publishing date, different sources ",7,7.0,6,information-about-the-source,Name of the author,5,3,7,7,6,6,6,7,7,6.0,7,6,6,6,2,7,7,comprehensiveness,,Yes,21-29,Germany,university,self-employed,female,35000-49999-usd,German,1,4,3,4,2,7,6,5,7,6,6,6,7,6,6,6,5,6,6,7,online-newspaper,instagram,blogs-websites,7,7,6,6,1,5,5.0,2,7,1,3,6,1,3,6,6,2,Yes,Yes,7,2,6,6,6,7,6,6,7,7,correct,91,89,6,6,7,7,7,correct,29,32,7,6,7,7,6,correct,11,11,7,6,6,6,6,correct,5,5,1,2,1,3,2,correct,93,92,1,1,1,1,2,correct,89,87,7,6,7,7,6,correct,46,49,6,6,6,6,5,correct,5,7,7,7,7,7,6,3185,True,True,True,True,True,True,False,False,6.0,6.166666666666667,6.0,6.4375,6.666666666666667,6.666666666666667,6.333333333333333,6.222222222222222,2.8,3.25,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.049675000000000004,1.0,1.0,1.0,1.0,1.0,0.0422375,0.0
free-text,2,TMG40,XAI_6307730378900,8,-,3,6,authors further texts,7,4.0,7,information-about-the-source,Offical Ranking / Batch,5,2,7,7,6,6,6,7,6,5.0,3,6,6,6,4,7,6,comprehensiveness,,Yes,21-29,Germany,university,salaried-employee,male,35000-49999-usd,German,3,6,2,3,2,6,6,6,6,5,7,5,7,7,6,6,4,6,6,7,blogs-websites,online-newspaper,twitter,5,6,6,7,1,2,6.0,2,5,3,7,6,2,2,6,6,5,Yes,Yes,6,7,7,6,6,6,2,6,7,7,correct,96,93,7,7,7,6,6,correct,24,33,6,6,7,6,6,correct,10,15,7,7,7,6,6,correct,17,6,3,2,2,2,1,correct,81,84,2,2,2,2,1,correct,92,87,7,7,6,7,7,correct,46,48,6,5,6,7,5,correct,12,14,6,6,6,6,7,1707,True,True,True,True,True,True,False,False,6.0,6.333333333333333,6.5,6.375,6.416666666666667,5.666666666666667,6.333333333333333,6.111111111111111,3.2,3.5,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.05405,1.0,1.0,1.0,1.0,1.0,0.045825000000000005,0.0
basic,2,BMK54,XAI_95703610762835,8,more detailed background informations about the article,5,5,1) if the information is coherent and makes sense in the end 2) is the article written in a very emotional way or are the provided informations fact based,5,5.0,4,truthfulness-assessment,1) more hints about the fake news the article contains 2) more background information about the subject of the article.,5,5,5,6,5,5,5,4,6,5.0,6,5,4,5,5,5,4,comprehensiveness,,Yes,21-29,Germany,university,salaried-employee,female,20000-34999-usd,german,4,3,4,5,5,6,6,5,7,5,6,6,7,6,6,4,3,6,6,7,online-newspaper,blogs-websites,interview,6,6,6,5,2,5,5.0,4,6,5,5,6,4,4,7,6,5,Yes,Yes,4,2,5,5,5,5,6,5,5,5,correct,92,89,5,4,5,4,5,correct,20,27,5,4,5,4,5,correct,5,11,6,5,5,4,5,correct,11,5,1,1,2,2,2,correct,88,94,1,2,2,2,2,correct,90,88,5,5,5,4,5,correct,42,48,5,4,5,4,5,correct,6,12,6,5,5,4,5,5196,True,True,True,True,True,True,False,False,6.0,4.5,5.0,4.875,4.666666666666667,5.0,5.0,6.0,4.2,5.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.0453,1.0,1.0,1.0,1.0,1.0,0.033174999999999996,0.0
salient,2,AWX5X,XAI_25098812520815,8,"First, it should work better, in general. A concrete feature could be to provide links the the named sources (the 30x30 land grab criticizers; the boys awareness group).",5,5,my common sense. the source. and the tone (is it neutral or stagily/raging).,5,2.0,4,information-about-the-source,some kind of page rank â€“ what sources do link to this article?,2,2,3,2,2,2,5,2,5,2.0,3,2,2,2,3,6,6,comprehensiveness,Because it presented false results to me.,Yes,30-39,Germany,university,salaried-employee,male,no-answer,German,2,6,3,3,3,5,6,6,5,7,6,6,6,5,6,3,6,6,7,6,newspaper,online-newspaper,blogs-websites,5,6,6,5,1,1,,6,7,4,2,6,2,2,7,6,4,No,Yes,6,2,5,7,6,6,6,6,7,5,correct,90,90,7,6,6,6,6,correct,15,20,7,6,7,7,6,correct,1,1,7,6,6,6,6,correct,1,1,1,4,1,2,2,correct,90,90,2,4,4,5,4,correct,75,50,5,4,3,6,3,correct,74,70,5,7,6,6,7,correct,60,60,4,6,6,6,6,2362,True,False,False,True,True,True,False,False,4.0,5.833333333333333,6.0,3.6875,6.0,6.0,5.666666666666667,5.777777777777778,3.4,3.0,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,0.75,1.0,0.6,0.7499999999999999,0.8666666666666667,0.145025,0.75,1.0,0.6,0.7499999999999999,1.0,0.1266,0.0
free-text,2,cab14,XAI_98986826103434,8,no idea,5,6,Information about the source,5,,5,information-about-the-source,the source is most important,6,3,6,5,4,6,6,2,4,,6,7,5,5,5,6,6,comprehensiveness,,Yes,50-59,Germany,university,self-employed,female,over-100000-usd,german,5,5,6,1,5,6,3,3,3,1,2,5,6,6,5,4,4,6,6,7,newspaper,online-newspaper,blogs-websites,4,6,4,7,1,1,,7,7,1,1,7,2,2,6,6,2,No,No,6,2,6,6,6,6,6,6,6,6,correct,80,80,6,2,2,6,2,correct,0,10,7,7,7,7,7,correct,0,1,6,6,6,6,6,correct,0,1,7,7,7,7,7,correct,100,90,7,7,7,7,7,correct,80,50,6,6,6,6,6,correct,10,10,6,5,5,6,5,correct,0,5,7,7,7,7,7,5220,True,True,True,True,True,True,False,False,6.0,5.5,6.0,5.25,6.333333333333333,6.0,5.5,3.888888888888889,4.4,4.75,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.0403375,1.0,1.0,1.0,1.0,1.0,0.011249999999999996,0.0
salient,2,MCW18,XAI_31878906899174,8,-,5,6,Source,4,5.0,4,information-about-the-source,Date of origin,4,4,6,6,5,7,6,5,5,5.0,5,7,4,6,6,5,5,comprehensiveness,,Yes,30-39,Germany,university,salaried-employee,female,20000-34999-usd,German,4,6,4,6,6,6,7,6,6,5,6,6,7,7,6,5,6,6,7,7,newspaper,online-newspaper,interview,7,7,7,4,1,5,6.0,7,7,6,5,6,4,4,6,6,4,Yes,Yes,4,5,4,6,5,6,4,6,6,5,correct,96,91,7,7,5,6,6,correct,19,28,7,7,6,5,5,correct,10,13,7,7,5,6,6,correct,15,6,4,4,3,2,3,correct,80,88,4,4,2,3,3,correct,98,97,6,4,5,6,5,correct,45,51,7,7,5,6,6,correct,5,3,6,6,4,5,5,2096,True,False,True,True,True,True,False,False,5.0,6.333333333333333,5.0,5.4375,6.166666666666667,5.0,5.25,6.222222222222222,5.2,4.75,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,0.875,1.0,0.8,0.888888888888889,1.0,0.047912500000000004,1.0,1.0,1.0,1.0,1.0,0.03945,0.125
free-text,2,JRG28,XAI_3107668852519,7,no idea,5,6,publishing date ,7,5.0,7,natural-language-explanation,no idea,4,5,6,6,6,6,6,6,6,4.0,5,6,6,6,5,6,6,comprehensiveness,,Yes,30-39,Germany,university,self-employed,female,no-answer,german,5,5,4,4,5,7,6,6,7,6,7,6,7,7,6,6,7,6,5,7,online-newspaper,instagram,personal-social-networks,6,7,7,6,2,6,5.0,3,6,7,1,5,4,4,5,5,4,Yes,Yes,6,2,6,5,6,6,6,4,7,6,wrong-1,94,89,5,5,4,5,4,correct,22,30,6,5,5,5,5,correct,6,15,6,6,5,6,5,correct,10,3,2,2,2,4,2,correct,82,82,3,4,3,3,2,correct,99,96,6,5,4,6,4,correct,44,46,6,5,5,6,5,correct,2,3,5,4,4,5,4,2526,True,True,True,True,True,True,False,False,6.0,5.0,5.5,6.0,5.583333333333333,6.166666666666667,4.5,6.555555555555555,4.6,4.75,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.0465,1.0,1.0,1.0,1.0,1.0,0.0365125,0.0
salient,2,Apm08,XAI_56210508758757,7,?,4,7,Source,6,6.0,6,information-about-the-source,Has the source been edited or peer-reviewed,6,5,6,6,5,6,5,5,5,6.0,6,5,7,6,5,6,6,comprehensiveness,,Yes,30-39,Germany,university,salaried-employee,female,35000-49999-usd,German,4,6,5,5,3,6,6,5,5,6,6,6,7,7,5,5,4,6,5,6,online-newspaper,interview,blogs-websites,5,5,6,4,1,2,5.0,5,5,2,4,5,2,2,7,7,3,Yes,Yes,7,2,6,6,7,6,6,7,6,6,correct,93,85,7,7,7,7,7,correct,23,29,7,7,7,7,7,correct,2,10,7,7,7,7,7,wrong-2,66,0,1,1,2,2,2,correct,94,87,2,1,2,2,2,correct,90,87,6,7,7,6,7,correct,48,46,7,7,7,6,7,correct,5,26,7,7,7,7,7,1778,True,True,True,True,True,True,False,False,6.0,7.0,6.0,5.875,6.75,6.333333333333333,7.0,6.0,4.6,5.0,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,1.0,1.0,1.0,1.0,1.0,0.0537,0.875,1.0,0.8,0.888888888888889,1.0,0.09253750000000001,-0.125
salient,2,YJC44,XAI_38263083871011,8,not sure,4,6,source research,7,6.0,6,information-about-the-source,alternative sources/ articles,5,4,6,6,5,6,6,6,6,6.0,6,6,5,4,3,5,5,comprehensiveness,,Yes,21-29,Germany,university,salaried-employee,female,35000-49999-usd,german,3,3,4,4,2,7,7,6,6,4,7,6,7,7,7,6,6,7,6,7,newspaper,interview,online-newspaper,7,7,7,6,1,2,7.0,7,7,4,3,6,1,2,5,5,2,Yes,Yes,6,2,6,7,6,6,6,6,6,6,correct,89,88,7,6,7,6,7,correct,30,26,7,6,5,5,6,correct,11,14,6,7,6,6,5,correct,0,4,4,3,2,4,3,correct,88,88,3,3,4,4,2,correct,92,90,7,6,4,5,6,correct,38,44,6,7,7,6,7,correct,5,5,6,5,5,5,6,2307,True,True,True,True,True,True,False,False,6.0,6.166666666666667,6.5,5.6875,6.0,6.0,5.916666666666667,6.333333333333333,3.2,4.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,0.0404625,1.0,1.0,1.0,1.0,1.0,0.0352375,0.0
